   204/299     7.43G   0.01633   0.01342 0.0009874   0.03073        80       640    0.9752    0.9842    0.9869    0.8247   0.03144   0.05922  0.007859
   205/299     7.43G   0.01666   0.01438  0.001085   0.03213       146       640    0.9743    0.9868    0.9875    0.8232   0.03141   0.05959  0.007926
   206/299     7.43G   0.01644   0.01349  0.001179    0.0311        51       640    0.9811     0.982     0.986    0.8256   0.03109   0.06001   0.00789
   207/299     7.43G   0.01651   0.01418  0.001045   0.03173        76       640    0.9815    0.9776    0.9862    0.8237   0.03127   0.05963  0.007946
   208/299     7.43G   0.01688   0.01369  0.001148   0.03172        86       640    0.9708    0.9881    0.9881    0.8283    0.0312   0.06144  0.007965
   209/299     7.43G   0.01609    0.0138   0.00127   0.03116        45       640    0.9765    0.9822    0.9869    0.8256   0.03109   0.06225  0.008024
   210/299     7.43G    0.0162   0.01478  0.001089   0.03207        72       640     0.978    0.9829    0.9873    0.8237   0.03095   0.06109  0.008055
   211/299     7.43G   0.01644   0.01386  0.001145   0.03144        89       640     0.977    0.9836    0.9871    0.8208   0.03117   0.06054  0.007938
   212/299     7.43G   0.01642    0.0139   0.00092   0.03123       103       640    0.9756    0.9843    0.9869    0.8266     0.031   0.06046  0.007866
   213/299     7.43G   0.01608   0.01383  0.001142   0.03105        50       640    0.9763    0.9836    0.9859    0.8237   0.03092   0.05993  0.007847
   214/299     7.43G   0.01621   0.01352  0.001049   0.03078        50       640    0.9772    0.9852    0.9869    0.8243   0.03076   0.06046  0.007814
   215/299     7.43G   0.01604   0.01362 0.0009482   0.03061        66       640     0.979    0.9831    0.9874    0.8243   0.03077   0.06081   0.00781
   216/299     7.43G   0.01614   0.01456  0.001378   0.03208        57       640    0.9818    0.9774    0.9902    0.8246   0.03088   0.06097  0.007951
   217/299     7.43G   0.01592   0.01265  0.001089   0.02966        93       640    0.9791    0.9807    0.9892    0.8202   0.03109   0.06104  0.007942
   218/299     7.43G   0.01598   0.01432  0.001094    0.0314        49       640    0.9794    0.9799    0.9871    0.8256   0.03083   0.06113  0.007999
   219/299     7.43G   0.01612   0.01366 0.0009757   0.03076       122       640    0.9778    0.9814    0.9871    0.8237    0.0308    0.0617  0.007966
   220/299     7.43G   0.01599   0.01444 0.0009449   0.03138        71       640    0.9779    0.9793    0.9885    0.8256   0.03079   0.06063  0.007975
   221/299     7.43G   0.01636   0.01357  0.001166   0.03109        98       640     0.978    0.9782     0.987    0.8217   0.03071   0.06055  0.007926
   222/299     7.43G   0.01574   0.01379  0.001026   0.03055        16       640    0.9796    0.9794    0.9872    0.8245    0.0308   0.06046   0.00782
   223/299     7.43G   0.01595   0.01406  0.001022   0.03103        79       640    0.9761    0.9852    0.9875     0.827   0.03095   0.05979  0.007751
   224/299     7.43G    0.0161    0.0138  0.001073   0.03098       116       640    0.9817    0.9798    0.9875     0.824   0.03094   0.06051   0.00779
   225/299     7.43G   0.01594   0.01312  0.001035   0.03009        90       640    0.9831    0.9783    0.9858    0.8244   0.03072   0.06098  0.007836
   226/299     7.43G   0.01601   0.01346  0.001243   0.03071        96       640    0.9784    0.9829     0.987    0.8252   0.03052   0.06105  0.007755
   227/299     7.43G   0.01584   0.01555 0.0009899   0.03239        51       640    0.9747    0.9822    0.9882    0.8287    0.0306   0.06079  0.007834
   228/299     7.43G   0.01585   0.01329  0.001098   0.03024        33       640    0.9834    0.9731    0.9879    0.8293   0.03035   0.06126  0.007787
   229/299     7.43G    0.0157   0.01409  0.001109    0.0309        80       640    0.9809    0.9738    0.9875    0.8256    0.0305    0.0612  0.007776
   230/299     7.43G   0.01538     0.013  0.001051   0.02943       125       640    0.9808    0.9751    0.9876    0.8255   0.03042   0.06143  0.007786
   231/299     7.43G   0.01558   0.01419 0.0008996   0.03068       131       640    0.9813    0.9762     0.987    0.8222   0.03039    0.0612  0.007739
   232/299     7.43G   0.01525   0.01343 0.0009154   0.02959        82       640    0.9793    0.9783    0.9871    0.8233   0.03031   0.06077  0.007664
   233/299     7.43G   0.01557   0.01346 0.0009246   0.02996        53       640    0.9829    0.9724    0.9866    0.8237   0.03043   0.06059  0.007729
   234/299     7.43G   0.01574   0.01281  0.001124   0.02967        19       640    0.9811    0.9746    0.9871    0.8223   0.03031   0.06103  0.007721
   235/299     7.43G   0.01604   0.01324  0.001017    0.0303       119       640    0.9766    0.9831     0.987    0.8244   0.03023   0.06131  0.007664
   236/299     7.43G   0.01578   0.01433 0.0009428   0.03105       121       640    0.9769    0.9847    0.9872    0.8242    0.0304   0.06162  0.007671
   237/299     7.43G   0.01542    0.0134  0.001049   0.02987        91       640    0.9773    0.9831    0.9867    0.8241   0.03045   0.06144  0.007674
   238/299     7.43G   0.01608   0.01372 0.0009996    0.0308        27       640    0.9766    0.9824    0.9859    0.8242   0.03051    0.0608  0.007674
   239/299     7.43G   0.01539   0.01366 0.0009724   0.03002        91       640    0.9755    0.9812    0.9856    0.8261    0.0305   0.06088  0.007728
   240/299     7.43G   0.01538   0.01315 0.0009065   0.02944        23       640    0.9747    0.9813    0.9864    0.8305   0.03042   0.06093  0.007725
   241/299     7.43G   0.01554   0.01288  0.001054   0.02947        68       640    0.9776    0.9773    0.9865    0.8263   0.03042   0.06072  0.007721
   242/299     7.43G   0.01591   0.01405 0.0009648   0.03092        81       640    0.9704    0.9872    0.9869    0.8258   0.03045   0.06043  0.007679
   243/299     7.43G   0.01484   0.01283 0.0009545   0.02863        55       640    0.9746    0.9849    0.9859    0.8253    0.0304   0.06004  0.007587
   244/299     7.43G   0.01532   0.01353 0.0008583    0.0297        34       640    0.9764    0.9843    0.9863    0.8253   0.03048   0.06002  0.007509
   245/299     7.43G   0.01521   0.01348 0.0009642   0.02965        33       640    0.9762    0.9857    0.9865    0.8238   0.03055    0.0597  0.007542
   246/299     7.43G   0.01538   0.01277  0.000798   0.02896        31       640    0.9817    0.9772    0.9866    0.8254   0.03057    0.0599  0.007585
   247/299     7.43G   0.01534   0.01314  0.001043   0.02952        64       640    0.9737    0.9872    0.9872    0.8243   0.03046   0.06031  0.007544
   248/299     7.43G   0.01541   0.01216 0.0009239   0.02849        96       640     0.974     0.983    0.9874     0.829   0.03027   0.06035    0.0077
   249/299     7.43G   0.01541   0.01334  0.001146   0.02989        36       640    0.9671    0.9883    0.9874    0.8279   0.03031   0.06013  0.007802
   250/299     7.43G   0.01516   0.01436 0.0009718   0.03049        80       640    0.9729    0.9838    0.9878    0.8249   0.03049   0.06039  0.007666
   251/299     7.43G   0.01519   0.01319  0.001047   0.02943       142       640    0.9689    0.9906    0.9867    0.8247   0.03052   0.06028  0.007559
   252/299     7.43G   0.01543   0.01386  0.000908    0.0302        73       640    0.9712    0.9912    0.9868    0.8236   0.03046   0.06054  0.007545
   253/299     7.43G   0.01521   0.01386  0.001011   0.03008       117       640    0.9767    0.9847    0.9876    0.8253   0.03049    0.0603  0.007498
   254/299     7.43G   0.01529   0.01344 0.0009391   0.02968       159       640    0.9746    0.9859    0.9885    0.8252   0.03053   0.06037  0.007496
   255/299     7.43G   0.01546   0.01299 0.0008928   0.02935       151       640    0.9727    0.9873     0.989    0.8242    0.0306   0.06096  0.007509
   256/299     7.43G    0.0156   0.01306 0.0009167   0.02958        55       640    0.9729    0.9863    0.9888    0.8246   0.03079   0.06105  0.007522
   257/299     7.43G   0.01563   0.01366 0.0009741   0.03026        33       640    0.9736    0.9873    0.9875    0.8225   0.03064   0.06136  0.007574
   258/299     7.43G   0.01508   0.01392  0.001126   0.03013        61       640    0.9728    0.9897    0.9871    0.8275   0.03048   0.06161  0.007529
   259/299     7.43G   0.01522    0.0136 0.0009617   0.02978        15       640    0.9753    0.9863    0.9872     0.826   0.03053   0.06133  0.007509
   260/299     7.43G   0.01549   0.01288 0.0009976   0.02937        81       640    0.9716    0.9872    0.9877    0.8245   0.03052   0.06128  0.007552
   261/299     7.43G   0.01502   0.01325 0.0008928   0.02917        82       640     0.977    0.9823    0.9878    0.8252   0.03033   0.06112  0.007551
   262/299     7.43G   0.01527   0.01366 0.0009382   0.02987        27       640    0.9754    0.9834    0.9871    0.8266   0.03027   0.06127    0.0076
   263/299     7.43G   0.01497   0.01267 0.0009047   0.02855        62       640    0.9728    0.9869    0.9865    0.8273   0.03024   0.06128  0.007589
   264/299     7.43G    0.0151   0.01287 0.0007902   0.02877        66       640    0.9812    0.9785    0.9867    0.8245   0.03019   0.06137  0.007506
   265/299     7.43G   0.01533   0.01368 0.0008866    0.0299        76       640    0.9811    0.9798    0.9873    0.8265   0.03039    0.0612  0.007477
   266/299     7.43G   0.01535   0.01302 0.0009898   0.02936        81       640    0.9751     0.985    0.9872     0.826   0.03038   0.06097  0.007479
   267/299     7.43G   0.01512   0.01198 0.0009108   0.02801       114       640    0.9798    0.9816    0.9867    0.8267   0.03041   0.06081  0.007484
   268/299     7.43G   0.01534   0.01252  0.001012   0.02887        73       640    0.9817    0.9797    0.9865    0.8269   0.03049   0.06086  0.007469
   269/299     7.43G    0.0148   0.01286  0.001121   0.02878       100       640     0.974    0.9839    0.9874    0.8288   0.03035   0.06073  0.007482
   270/299     7.43G   0.01513   0.01337 0.0008286   0.02933        97       640    0.9713    0.9876    0.9887    0.8275   0.03035   0.06087  0.007492
   271/299     7.43G   0.01483   0.01309  0.000904   0.02882        39       640    0.9778    0.9813    0.9893    0.8302   0.03042   0.06069  0.007454
   272/299     7.43G   0.01492   0.01283 0.0009484    0.0287        60       640    0.9712    0.9872    0.9892    0.8307   0.03049    0.0606  0.007455
   273/299     7.43G   0.01471   0.01273 0.0007861   0.02823        60       640     0.971    0.9874    0.9892    0.8291   0.03047   0.06064   0.00748
   274/299     7.43G     0.015   0.01398 0.0008409   0.02982       120       640    0.9761    0.9823    0.9894    0.8295   0.03047   0.06056  0.007462
   275/299     7.43G    0.0149   0.01345 0.0008578   0.02921       128       640    0.9824    0.9741    0.9901    0.8291    0.0305   0.06054  0.007444
   276/299     7.43G   0.01494   0.01284 0.0009514   0.02873        82       640     0.976    0.9842    0.9901    0.8285   0.03053   0.06072  0.007387
   277/299     7.43G   0.01428   0.01238 0.0007125   0.02738       107       640    0.9695    0.9894    0.9899    0.8307   0.03058   0.06063  0.007409
   278/299     7.43G    0.0151   0.01467 0.0009367   0.03071        62       640    0.9712     0.987    0.9898      0.83   0.03058   0.06042   0.00745
   279/299     7.43G   0.01499   0.01363 0.0007984   0.02942        63       640    0.9743     0.984    0.9902    0.8307   0.03059   0.06026   0.00745
   280/299     7.43G   0.01478    0.0126 0.0008821   0.02825        66       640    0.9737    0.9858    0.9904    0.8329   0.03055   0.06024  0.007422
   281/299     7.43G   0.01486   0.01283 0.0008236   0.02851       116       640    0.9727    0.9863    0.9894    0.8324   0.03042   0.06031  0.007428
   282/299     7.43G   0.01525    0.0134  0.001136   0.02979        75       640    0.9755     0.984    0.9898    0.8308   0.03038    0.0604  0.007384
   283/299     7.43G   0.01468   0.01424 0.0007894   0.02971        34       640    0.9801    0.9795    0.9888     0.829   0.03026   0.06078  0.007382
   284/299     7.43G   0.01493   0.01272 0.0009335   0.02858        79       640    0.9833    0.9772    0.9889    0.8273   0.03043   0.06134  0.007362
   285/299     7.43G   0.01517   0.01244  0.001077   0.02869        79       640    0.9816    0.9769    0.9892    0.8285   0.03046   0.06178  0.007396
   286/299     7.43G    0.0149   0.01269 0.0009483   0.02855        71       640    0.9807    0.9774    0.9891    0.8282   0.03059   0.06182  0.007394
   287/299     7.43G   0.01486   0.01445 0.0009908    0.0303        58       640     0.982    0.9796     0.988     0.826   0.03044   0.06128  0.007394
   288/299     7.43G   0.01476   0.01359 0.0008603   0.02921        84       640    0.9819    0.9771    0.9885    0.8289   0.03026   0.06085  0.007385
   289/299     7.43G   0.01491   0.01391 0.0007706    0.0296        46       640    0.9828    0.9768    0.9894    0.8295   0.03022   0.06082  0.007306
   290/299     7.43G   0.01481   0.01267  0.000967   0.02845        34       640    0.9821    0.9766    0.9897    0.8316   0.03009   0.06096  0.007332
   291/299     7.43G   0.01459   0.01301 0.0008036   0.02841        39       640     0.978    0.9803    0.9889    0.8303   0.03009   0.06118   0.00736
   292/299     7.43G   0.01454   0.01259 0.0009548   0.02809        12       640    0.9804     0.979    0.9893    0.8314   0.03004   0.06139  0.007355
   293/299     7.43G   0.01479   0.01162 0.0007528   0.02717       119       640    0.9766    0.9818    0.9891    0.8272   0.03018   0.06145  0.007387
   294/299     7.43G   0.01476   0.01195 0.0008019   0.02751        50       640    0.9824    0.9771    0.9879    0.8274   0.03015   0.06107  0.007378
   295/299     7.43G   0.01478   0.01295 0.0008717   0.02861        61       640    0.9716    0.9868    0.9871    0.8289   0.03018   0.06088  0.007376
   296/299     7.43G   0.01461   0.01379    0.0009    0.0293        47       640    0.9792    0.9799     0.987    0.8289    0.0302   0.06096  0.007342
   297/299     7.43G   0.01433   0.01303 0.0007398   0.02811        78       640    0.9767     0.984    0.9883    0.8291   0.03011   0.06122  0.007323
   298/299     7.43G    0.0149   0.01449 0.0008065   0.03019        38       640     0.979    0.9814    0.9881    0.8293    0.0301   0.06103  0.007322
   299/299     7.43G   0.01415   0.01151 0.0007807   0.02645        91       640    0.9806    0.9809    0.9874    0.8262   0.03014   0.06111  0.007343
