   188/299     7.43G   0.01766   0.01371  0.001272   0.03264        23       640    0.9775    0.9819    0.9884    0.8188   0.03182   0.05922  0.008097
   189/299     7.43G   0.01745   0.01366  0.001247   0.03235        64       640    0.9792    0.9817    0.9901    0.8177   0.03178   0.06016  0.007966
   190/299     7.43G   0.01676   0.01376   0.00122   0.03173        59       640    0.9786    0.9862    0.9889    0.8139   0.03185   0.06018   0.00789
   191/299     7.43G   0.01747   0.01427  0.001247   0.03299        89       640    0.9834     0.982    0.9882    0.8202   0.03165   0.05985  0.007872
   192/299     7.43G   0.01736   0.01432  0.001512   0.03319        35       640    0.9832    0.9793    0.9883    0.8192   0.03156   0.06002  0.007946
   193/299     7.43G   0.01669   0.01404  0.001181   0.03191        53       640    0.9782    0.9854    0.9896    0.8174   0.03156   0.06039  0.008115
   194/299     7.43G   0.01659    0.0148  0.001022   0.03241        22       640    0.9783    0.9844    0.9865    0.8164   0.03111   0.06009  0.008164
   195/299     7.43G   0.01673    0.0152  0.001295   0.03322       122       640    0.9791    0.9824    0.9851    0.8173   0.03103   0.06039  0.008147
   196/299     7.43G   0.01717    0.0142  0.001329    0.0327        26       640      0.98    0.9801    0.9854    0.8182   0.03128   0.06104  0.008326
   197/299     7.43G   0.01648    0.0146  0.001282   0.03236        35       640    0.9806    0.9786    0.9861    0.8212   0.03138    0.0608  0.008292
   198/299     7.43G   0.01715   0.01362  0.001221   0.03199        12       640    0.9805    0.9773    0.9864    0.8165   0.03174   0.05995   0.00818
   199/299     7.43G    0.0167   0.01372  0.001163   0.03158       167       640      0.98     0.978    0.9881    0.8189    0.0317   0.05929  0.008195
   200/299     7.43G   0.01686   0.01495  0.001126   0.03293       128       640    0.9799    0.9793    0.9894    0.8211   0.03141   0.06004  0.008172
   201/299     7.43G   0.01664   0.01501  0.001368   0.03301       111       640    0.9799     0.981    0.9895    0.8259   0.03125   0.06038  0.008065
   202/299     7.43G   0.01717   0.01434  0.001391    0.0329        60       640    0.9739    0.9832    0.9907    0.8278   0.03159   0.06017  0.007968
   203/299     7.43G   0.01658    0.0139  0.001173   0.03166       103       640     0.976    0.9825    0.9891    0.8263   0.03125   0.05966  0.007887
